input,label,word_count
customers are moving out of the mini-van and traditional concepts are not as attractive anymore he said,0.0,17.0
we have decided that bmw will enter the crossover segment he said in the clearest indication yet about the car maker intentions,1.0,22.0
mr panke praised the honda accura as the best execution yet of crossover vehicle,0.0,14.0
we have decided that the bmw brand will enter the segment he said,1.0,13.0
decision on just how bmw will manage its entry into the new market is due in the first half of 2005,0.0,21.0
typically it takes about three years from when decision is taken before new model hits the streets mr panke said implying that bmw crossover could be on the market by 2008,1.0,31.0
the coming switch is driven in part by the need for successful carmakers to stay aware of trans-atlantic differences in the car market mr panke insisted,0.0,26.0
while in the us drivers tend to prefer sports utility vehicles suvs such as the bmw x5 and its sibling x3 in europe demand for crossover vehicles is likely to be considerable mr panke said,1.0,35.0
there growing market here he said,1.0,6.0
we are going to go that way,0.0,7.0
the dollar regained some lost ground against most major currencies on wednesday after south korea and japan denied they were planning sell-off,1.0,22.0
the dollar suffered its biggest one-day fall in four months on tuesday on fears that asian central banks were about to lower their reserves of dollars,1.0,26.0
japan is the biggest holder of dollar reserves in the world with south korea the fourth largest,1.0,17.0
the dollar was buying 104.76 yen at 0950 gmt 0.5 stronger on the day,0.0,14.0
it also edged higher against both the euro and the pound with one euro worth 1.3218 and one pound buying 1.9094,0.0,21.0
concerns over rising oil prices and the outlook for the dollar pushed down us stock markets on tuesday the dow jones industrial average closed down 1.6 while the nasdaq lost 1.3,0.0,31.0
the dollar latest slide began after south korean parliamentary report suggested the country which has about 200bn in foreign reserves had plans to boost holdings of currencies such as the australian and canadian dollar,1.0,34.0
on wednesday however south korea moved to steady the financial markets,0.0,11.0
it issued statement that the bank of korea will not change the portfolio of currencies in its reserves due to short term market factors,0.0,24.0
senior japanese finance ministry official told reuters we have no plans to change the composition of currency holdings in the foreign reserves and we are not thinking about expanding our euro holdings,1.0,32.0
japan has 850bn in foreign exchange reserves,1.0,7.0
at the start of the year the us currency which had lost against the euro in the final three months of 2004 and had fallen to record lows staged something of recovery,0.0,32.0
analysts however pointed to the dollar inability recently to extend that rally despite positive economic and corporate data and highlighted the fact that many of the us economic problems had not disappeared,0.0,32.0
the focus has been on the country massive trade and budget deficits and analysts have predicted more dollar weakness to come,0.0,21.0
the world biggest confectionery firm cadbury schweppes has reported modest rise in profits after the weak dollar took bite out of its results,0.0,23.0
underlying pre-tax profits rose to 933m 1.78bn in 2004 but would have been higher if currency movements were stripped out,0.0,20.0
the owner of brands such as dairy milk dr pepper and snapple generates more than 80 of its sales outside the uk,0.0,22.0
cadbury said it was confident it would hit its targets for 2005,1.0,12.0
while the external commercial environment remains competitive we are confident that we have the strategy brands and people to deliver within our goal ranges in 2005 said chief executive todd stitzer,0.0,31.0
the modest profit rise had been expected by analysts after the company said in december that the poor summer weather had hit soft drink sales in europe,1.0,27.0
cadbury said its underlying sales were up by in 2004,1.0,10.0
growth was helped by its confectionery brands including cadbury trident and halls which enjoyed successful year with like-for-like sales up,1.0,20.0
drinks sales were up with strong growth in us carbonated soft drinks led by dr pepper and diet drinks offset by the weaker sales in europe,0.0,26.0
cadbury added that its fuel for growth cost-cutting programme had saved 75m in 2004 bringing total cost savings to 100m since the scheme began in mid-2003,0.0,26.0
the programme is set to close 20 of the group factories and shed 10 of the workforce,0.0,17.0
"cadbury schweppes employs more than 50,000 people worldwide with about 7,000 in the uk",1.0,14.0
oil prices fall back from highs,0.0,6.0
oil prices retreated from four-month highs in early trading on tuesday after producers cartel opec said it was now unlikely to cut production,1.0,23.0
following the comments by acting opec secretary general adnan shihab-eldin us light crude fell 32 cents to 51.43 barrel,1.0,19.0
he said that high oil prices meant opec was unlikely to stick to its plan to cut output in the second quarter,1.0,22.0
in london brent crude fell 32 cents to 49.74 barrel,0.0,10.0
